path,size_bytes,size_human,ext,top_dir,depth,mtime_iso
04 GD Fabricacon LOI TES 3/Dibujo/gth/RE_ Missing Lointek Documents.msg,805888,787 KB,msg,04 GD Fabricacon LOI TES 3,3,2026-06-05T06:17:00.000Z
04 GD Fabricacon LOI TES 3/Documentos procesos/TD-CAL-SLN-002-00 Process flow conditions heat & mass balances.pdf,84136,82 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:18:00.000Z
04 GD Fabricacon LOI TES 3/Documentos procesos/TD-CAL-SLN-003-00 OPERATIONAL LIMITS.pdf,170931,167 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:18:00.000Z
04 GD Fabricacon LOI TES 3/Documentos procesos/TD-DTS-SLN-001-00 Equipment Data Sheet .pdf,196205,192 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:18:00.000Z
04 GD Fabricacon LOI TES 3/Dossier final fabricacion/1950201-HElio-U1-6.pdf,3653826,3.5 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:18:00.000Z
04 GD Fabricacon LOI TES 3/Dossier final fabricacion/1950201-MDR-001.pdf,78966656,75 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:18:00.000Z
04 GD Fabricacon LOI TES 3/Dossier final fabricacion/9.1. HT REPORTS 1950201.pdf,4079402,3.9 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Dossier final fabricacion/HELIO U1 y U2.pdf,171031,167 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Dossier final fabricacion/Helio U1-5.pdf,2914423,2.8 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Dossier final fabricacion/HELIO U3 y U4.pdf,167438,164 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Dossier final fabricacion/PHOTOS_HT_1950201.pdf,3671852,3.5 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Dossier final fabricacion/Pipe material certificates.pdf,6571897,6.3 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Imagenes/20210504 HEX Lointek 3.pdf,5009950,4.8 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-001 Monthly Report - 2020 Feb.pdf,535660,523 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-002 Monthly Report - 2020 March.pdf,751234,734 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-003 Monthly Report - 2020 April.pdf,1762461,1.7 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-004 Monthly Report - 2020 May.pdf,1128656,1.1 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-005 Monthly Report - 2020 June.pdf,1104366,1.1 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-006 Monthly Report - 2020 July.pdf,806176,787 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-007 Monthly Report - 2020 August.pdf,1211662,1.2 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-008 Monthly Report - 2020 October.pdf,1988446,1.9 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-009 Monthly Report - 2020 November.pdf,1429887,1.4 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Informes mensuales/19500201-INF-010 Monthly Report - 2020 December.pdf,1004155,981 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Legalizacion (UDS)/1950201-UDS-001-00 Oil to Salt HEX.pdf,233097,228 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Legalizacion (UDS)/Certificado UDS PE/1950201-UDS-001-00 Oil to Salt HEX.pdf,596337,582 KB,pdf,04 GD Fabricacon LOI TES 3,3,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Lista documentos/1950201 Document List.pdf,79757,78 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Lista documentos/4521-LIS-LOI-039-062-0001 REV.01 Document List.pdf,141281,138 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Listas/1950201 Rev.0 Packing List - Anchor Bolts.pdf,174870,171 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Listas/1950201 Rev.0 Packing List - Heaters.pdf,107255,105 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Listas/1950201 Rev.0 Packing List - Pipe.pdf,204101,199 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Listas/1950201 Rev.0 Packing List - Spare parts&material for saddles.pdf,207932,203 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Listas/1950201-LID-002 REV 0 - Start up commissioning spare parts list.pdf,92038,90 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Listas/1950201-LID-004 REV 0 - Two years operational spare parts list.pdf,90784,89 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Manuales/1950201-PPH-001-00_Hydraulic Test Procedure.pdf,188116,184 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Manuales/1950201-PPH-001-01_Hydraulic Test Procedure.pdf,189260,185 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Manuales/1950201-PPS-001.00_Painting procedure.pdf,139972,137 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Manuales/1950201-PTT-001-00_Heat Treatment Procedure.pdf,154273,151 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Manuales/1950201-TPP-001.00 _Repairing Procedure.pdf,217862,213 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Manuales/TD-INS-SLN-012-00 Performance Test Procedure.pdf,267138,261 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Manuales/TD-INS-SLN-012-01 Performance Test Procedure.pdf,266395,260 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
"04 GD Fabricacon LOI TES 3/Manuales/TD-INS-SLN-013-00 Instalation, Start-Up, Operation and Maintenance Instructions.pdf",627323,613 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Plan calidad y ITP/1950201-PPC-001_Rev00.pdf,254025,248 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Plan calidad y ITP/1950201-PPI-001_Rev00.pdf,265705,259 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Plan calidad y ITP/1950201-PPI-01_Rev01.pdf,288487,282 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Planificacion/195 02 01 Planning equipment 20191029.pdf,297293,290 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Procedimientos calidad/1950201-PIV-001.pdf,418941,409 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Procedimientos calidad/1950201-PLP-001.pdf,273647,267 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Procedimientos calidad/1950201-PPM-001.pdf,274954,269 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Procedimientos calidad/1950201-PRX-001.pdf,717242,700 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/Procedimientos calidad/1950201-PUS-001.pdf,863678,843 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/WPS Y PQR/1950201-PQR-001 rev.0.pdf,5176949,4.9 MB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
04 GD Fabricacon LOI TES 3/WPS Y PQR/1950201-WPS-001 rev.0.pdf,749451,732 KB,pdf,04 GD Fabricacon LOI TES 3,2,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/10015-5-CrossSectionalDrawing-503236-00.pdf,160143,156 KB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:18:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/10020-5-PartsList_2011118_en.pdf,29593,29 KB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/181205/FW  Rheinhütte Pumps Submittal RHP18-161 - PO 4500893533   Our Job 10736   W103387.msg,6090240,5.8 MB,msg,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:18:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/181205/ITP-18091405-Rheinhuette Pumps-Arizona Solar One-00.pdf,111351,109 KB,pdf,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:18:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/181205/Transmittal RHP18-161.pdf,89208,87 KB,pdf,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:18:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/181205/W103387-0-60000-0-Quality Documentation_en-00.pdf,4691291,4.5 MB,pdf,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:18:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/181205/W103387-0-60070_Painting_Procedure_en-00.pdf,912213,891 KB,pdf,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:18:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/55005_Inspection_and_Test_Plan-00.pdf,111329,109 KB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/60000-0-Quality Documentation_en-00.pdf,4894965,4.7 MB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/AZ-18031409_01-01.pdf,100704,98 KB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/IOM-1803.1.409_en-00 operating instructions.pdf,11358027,11 MB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/QM-18031409-W103282-Rheinhuette Pumps LLC-Arizona Solar One LLC-00 (1).pdf,29385477,28 MB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Quote 10709 - Atlantica Yield - Salt Drain Pump.pdf,5682041,5.4 MB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:20:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Quote 9750 Rev 6 Abenisa Salt Drain Pump.pdf,6531851,6.2 MB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:20:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Transmision 24-04-2019/IOM-1803.1.409_en-00 operating instructions.pdf,11358027,11 MB,pdf,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:18:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Transmision 24-04-2019/QM-18031409-W103282-Rheinhuette Pumps LLC-Arizona Solar One LLC-00 (1).pdf,29385477,28 MB,pdf,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Transmision 24-04-2019/Rheinhuette Pump Transmittal -04-24-2019.pdf,213667,209 KB,pdf,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Transmision 24-04-2019/Rheinhuette Pump Transmittal 4-24-2019.msg,41798656,40 MB,msg,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Transmision 24-04-2019/Siemens Motor 10709A.PDF,296656,290 KB,pdf,05 GD Fabricación Tecnica de Compra,3,2026-06-05T06:19:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Transmittal RHP18-133.pdf,92053,90 KB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:20:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Transmittal RHP18-136.pdf,97197,95 KB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:20:00.000Z
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/W103387-5-10010-GAD-18081405-00.pdf,125485,123 KB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:20:00.000Z
05 GD Fabricación Tecnica de Compra/Deposito drenaje/18-067 Rev.A.pdf,722268,705 KB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:20:00.000Z
05 GD Fabricación Tecnica de Compra/Deposito drenaje/4521-HDD-AEE-075-064-0010-GAR_Rev02_Drain back tank datasheet.pdf,185669,181 KB,pdf,05 GD Fabricación Tecnica de Compra,2,2026-06-05T06:20:00.000Z
06 Especificaciones Tecnicas/4521-ESP-AGE-21-64-0002_Rotary Control Valve.pdf,60245,59 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-AGE-39-62-0002 Nitrogen Heaters (TES cold pump purge).pdf,131487,128 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-AGE-39-62-0006 Nitrogen Heaters (TES hot pump purge).pdf,131525,128 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-AGE-58-64-0002 Safety Relieve Valves HTF-TES.pdf,215851,211 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-AGE-58-64-0005_Heat Transfer Fluid (HTF) Services rotary contro....pdf,81262,79 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-ANC-00-62-0001_Project Design Criteria.pdf,77741,76 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-ANC-00-62-0002_Specification for Insulation Subcontract.pdf,191392,187 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-ANC-00-62-0003 Mineral fiber insulation.pdf,74210,72 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-ANC-00-62-0004 Aluminium Jaket Cover for insulation.pdf,65617,64 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-ANC-00-62-0005 Removable jaketing for insulation.pdf,88770,87 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-ANC-00-62-0007 Miscellaneous insulation material.pdf,77624,76 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-ANC-27-41-S250V Mechanical Electrical Heat Trace Installation S....pdf,70878,69 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-ANC-68-64-V380_Esp valves.zip,819015,800 KB,zip,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-ESP-ANC-68-71-I250  Insulation & Heat Tracing Spec TES Area.pdf,4427865,4.2 MB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-C001.pdf,485598,474 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-S001.pdf,880431,860 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-S002.pdf,350255,342 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-S003.pdf,371091,362 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-S004.pdf,347420,339 KB,pdf,06 Especificaciones Tecnicas,1,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Obra tierra original Solana/4521-ESP-ANC-00-50-2300.pdf,129218,126 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/07.3-Technical Specifications.pdf,9687385,9.2 MB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-00-60-N180_Specification for Shop Applied Paint.pdf,76732,75 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-00-60-N185 Field applied paint.pdf,92546,90 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-00-60-N185_Specification for Field Applied Paint.pdf,93800,92 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-00-61-PS001.pdf,130959,128 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-00-61-PS001V.pdf,40903,40 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-00-61-PS002.pdf,957173,935 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-00-61-PS002V.pdf,40489,40 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-58-61-PS001.pdf,315384,308 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-58-61-PS002.pdf,133874,131 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-68-61-CS30.pdf,58667,57 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-68-61-CS31.pdf,51074,50 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-68-61-CS32.pdf,59525,58 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/4521-ESP-ANC-68-61-CS72.pdf,283717,277 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/SS37.pdf,39687,39 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
06 Especificaciones Tecnicas/Tuberia/SS38.pdf,40243,39 KB,pdf,06 Especificaciones Tecnicas,2,2026-06-05T06:27:00.000Z
07 Presentado al Condado/0001_Zoning/Aprobado/S2009117-Solana HEX Planing.pdf,13529853,13 MB,pdf,07 Presentado al Condado,3,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0001_Zoning/Aprobado/TC-0122.pdf,11156102,11 MB,pdf,07 Presentado al Condado,3,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0001_Zoning/Solana Heat Exchangers - Site Layout.pdf,1191834,1.1 MB,pdf,07 Presentado al Condado,2,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/CAL/4521-CAL-AEE-75-52-0001 to 04_Rev0.pdf,10195247,9.7 MB,pdf,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/DRA/SOLANA TES HX Permit_Pkg_02_01_2018.pdf,5888690,5.6 MB,pdf,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180323/SOLANA TES HX Permit_Pkg_02_01_2018_PAGE S1.2_rev1.pdf,573910,560 KB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180323/SOLANA TES HX Permit_Pkg_02_01_2018_PAGE S1.2.pdf,690336,674 KB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180323/SP-4 FINAL 3_23_2018_Pedro Comments.pdf,4426504,4.2 MB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180323/SP-4 FINAL 3_23_2018[1].pdf,1467370,1.4 MB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180328/Overall SIte Plan.pdf,1928180,1.8 MB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180403/02 SP-1 copy.pdf,5149949,4.9 MB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180403/S3.1  04_03_2018 copy.pdf,4834655,4.6 MB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180404/4521-PLN-AEE-00-00-0100_R00_S3.2.pdf,1928258,1.8 MB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180404/4521-PLN-AEE-00-00-0200_R00_S3.1.pdf,3247218,3.1 MB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180404/Sellado/Order 186461 summary.pdf,63804,62 KB,pdf,07 Presentado al Condado,6,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180404/Sellado/S3.1  04_04_2018.pdf,1158103,1.1 MB,pdf,07 Presentado al Condado,6,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180404/Sellado/S3.2  04_03_2018.pdf,1119987,1.1 MB,pdf,07 Presentado al Condado,6,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/Solana Heat Exchangers - Site Layout_S1.1.pdf,1770432,1.7 MB,pdf,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/SOLANA TES HX Permit_Pkg_02_01_2018_PAGE S1.3.pdf,2499844,2.4 MB,pdf,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/SP-4-Layout1.pdf,1321586,1.3 MB,pdf,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/SP-4.dwg,1665368,1.6 MB,dwg,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/PErmit_Cover Letter.docx,184932,181 KB,docx,07 Presentado al Condado,3,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/SIC/Solana Special Inspection Certification.pdf,500692,489 KB,pdf,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/Z2015051 Approval Documents.pdf,3528373,3.4 MB,pdf,07 Presentado al Condado,3,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/MCPD Combined Review B201801005[2].pdf,941648,920 KB,pdf,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/Response to Structural comment_Rev01.pdf,331295,324 KB,pdf,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/Response to Structural comment.pdf,336087,328 KB,pdf,07 Presentado al Condado,4,2026-06-05T06:25:00.000Z
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/SUP julio 2015/01 CR-1.pdf,2295147,2.2 MB,pdf,07 Presentado al Condado,5,2026-06-05T06:25:00.000Z
