path,size_bytes,size_human,ext,depth,mtime_iso
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-V A- .25 Load Charging - min level @ 540rpm.pdf,29128,28 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-V B- .25 Load Charging - max level @ 540rpm.pdf,29130,28 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation.docx,117114,114 KB,docx,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation.pdf,12265832,12 MB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - A.pdf,74432,73 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - B.pdf,74455,73 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - C.pdf,73263,72 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - D.pdf,74216,72 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - E.pdf,74769,73 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - F.pdf,74697,73 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - G.pdf,73624,72 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - A.pdf,76712,75 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - B.pdf,75573,74 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - C.pdf,74955,73 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - D.pdf,75821,74 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - E.pdf,77069,75 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - F.pdf,76931,75 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - G.pdf,75114,73 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex III - A.pdf,74960,73 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex III - B.pdf,73845,72 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - A.pdf,104697,102 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - B.pdf,103810,101 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - C.pdf,104207,102 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - D.pdf,103492,101 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - E.pdf,104955,102 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - F.pdf,104278,102 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex V - A - Winter Discharge.pdf,105121,103 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex V - B - Nominal Discharge.pdf,105279,103 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/02_Datasheets/4521-HDD-AEE-00-64-0001-GAR_Rev02_TES HTF PSV Datasheet/4521-HDD-AEE-00-64-0001-GAR_Rev02_TES HTF PSV Datasheet.pdf,29301,29 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/02_Datasheets/4521-HDD-AEE-00-64-0001-GAR_Rev02_TES HTF PSV Datasheet/4521-HDD-AEE-00-64-0001-GAR_Rev02_TES HTF PSV Datasheet.xls,200704,196 KB,xls,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/02_Datasheets/4521-HDD-AEE-075-064-0010-GAR_Rev02_Drain back tank datasheet/4521-HDD-AEE-075-064-0010-GAR_Rev02_Drain back tank datasheet.pdf,185669,181 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/02_Datasheets/4521-HDD-AEE-075-064-0010-GAR_Rev02_Drain back tank datasheet/4521-HDD-AEE-075-064-0010-GAR_Rev02_Drain back tank datasheet.xlsx,119816,117 KB,xlsx,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/03_Lists/4521-LIS-AEE-39-61-0001-GAR_R02/4521-LIS-AEE-39-61-0001-GAR_R02_Pipeline TES HEX Replacement.pdf,23439,23 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/03_Lists/4521-LIS-AEE-39-61-0001-GAR_R02/4521-LIS-AEE-39-61-0001-GAR_R02_Pipeline TES HEX Replacement.xls,507904,496 KB,xls,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/03_Lists/4521-LIS-AEE-39-61-0002-GAR_Rev00/4521-LIS-AEE-39-61-0002-GAR_Rev00_Equipment List.pdf,20836,20 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/03_Lists/4521-LIS-AEE-39-61-0002-GAR_Rev00/4521-LIS-AEE-39-61-0002-GAR_Rev00_Equipment List.xlsx,80957,79 KB,xlsx,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/03_Lists/4521-LIS-AEE-39-61-0003-GAR_Rev03/4521-LIS-AEE-39-61-0003-GAR_Rev03  Manual Valve List TES HEX Replacement.pdf,27535,27 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/03_Lists/4521-LIS-AEE-39-61-0003-GAR_Rev03/4521-LIS-AEE-39-61-0003-GAR_Rev03  Manual Valve List TES HEX Replacement.xlsx,300570,294 KB,xlsx,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P273-GAR_Rev01.dwg,309004,302 KB,dwg,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P273-GAR_Rev01.pdf,274474,268 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P274-GAR_Rev03.dwg,391905,383 KB,dwg,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P274-GAR_Rev03.pdf,173981,170 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P278-GAR_Rev06.dwg,425031,415 KB,dwg,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P278-GAR_Rev06.pdf,201423,197 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P279-GAR_Rev07.dwg,427147,417 KB,dwg,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521_PLN_AEE_68_71_P279-GAR_Rev07.pdf,142833,139 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N004.pdf,192540,188 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N005.pdf,1469479,1.4 MB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N006.pdf,1291042,1.2 MB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N007.pdf,122954,120 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-00-70-N008.pdf,618432,604 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-67-71-P483.pdf,217355,212 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-67-71-P484.pdf,186705,182 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-67-71-P485.pdf,199110,194 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-67-71-P493_Rev01.dwg,2326531,2.2 MB,dwg,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-67-71-P493_Rev01.pdf,1991246,1.9 MB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-AGE-68-71-P272_rev04_Hot tank.pdf,1476595,1.4 MB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-00-70-I001.pdf,177597,173 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-00-70-N001.pdf,61692,60 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-00-70-N002.pdf,76121,74 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-00-70-N003.pdf,1251917,1.2 MB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-67-71-P480.pdf,201589,197 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-67-71-P481.pdf,1952443,1.9 MB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/01_M&P/04_P&IDs/4521-PLN-ANC-67-71-P482.pdf,273430,267 KB,pdf,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/02_3DModel/4521-M3D-AEE-00-00-0001-GAR_2017-07-20.nwd,32261870,31 MB,nwd,2,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-68-51-0001_REV04/4521-PLN-AEE-68-51-0001_REV04_SEALED.PDF,2206002,2.1 MB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-75-52-0001-GAR_Rev01/4521-PLN-AEE-75-52-0001-GAR_Rev01.pdf,3863602,3.7 MB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-75-52-0002_Rev02_Drain back tank pit/4521-PLN-AEE-75-52-0002_Rev02_Drain back tank pit.dwg,7659166,7.3 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-75-52-0002_Rev02_Drain back tank pit/4521-PLN-AEE-75-52-0002_Rev02_Drain back tank pit.pdf,1119810,1.1 MB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-75-52-0003_Rev01_Drain-back tank support/4521-PLN-AEE-75-52-0003_Rev01_Drain-back tank support.dwg,2556180,2.4 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-75-52-0003_Rev01_Drain-back tank support/4521-PLN-AEE-75-52-0003_Rev01_Drain-back tank support.pdf,372143,363 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-75-52-0004_Rev01_Drain-back tank Platform/4521-PLN-AEE-75-52-0004_Rev01_Drain-back tank Platform.dwg,2408907,2.3 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-75-52-0004_Rev01_Drain-back tank Platform/4521-PLN-AEE-75-52-0004_Rev01_Drain-back tank Platform.pdf,571049,558 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-75-52-0006-GAR_Rev10_Exchangers_Pipe_Support_foundations/4521-PLN-AEE-75-52-0006-GAR_Rev10.dwg,4945387,4.7 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/4521-PLN-AEE-75-52-0006-GAR_Rev10_Exchangers_Pipe_Support_foundations/4521-PLN-AEE-75-52-0006-GAR_Rev10.pdf,2674656,2.6 MB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0905_R01.pdf,86917,85 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0905_R1_Sht1.dwg,1659518,1.6 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0906_R01.pdf,87122,85 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0906_R1_Sht1.dwg,1696062,1.6 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0908_R01.pdf,99962,98 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0908_R1_Sht1.dwg,2307663,2.2 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0912_REV01.dwg,1800224,1.7 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0912_REV01.pdf,244619,239 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0914_R01.pdf,104820,102 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0914_R1_Sht1.dwg,1760126,1.7 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0918_R01.pdf,94203,92 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0918_R1_Sht1.dwg,1827344,1.7 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0919_R01.pdf,93534,91 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0919_R1_Sht1.dwg,2020638,1.9 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0921_R02.pdf,83305,81 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0921_R2_Sht1.dwg,2081432,2.0 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0922_R04.pdf,317702,310 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-39-63-0922_R4_Sht1.dwg,1384713,1.3 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-75-63-0924_R01.pdf,60068,59 KB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-75-63-0924_R1_Sht1.dwg,1757252,1.7 MB,dwg,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/02_CAL/4521-CAL-AEE-75-52-0001-GAR_Rev01_exchangers_foundation/4521-CAL-AGE-75-52-0001_Rev1.docx,3795115,3.6 MB,docx,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/02_CAL/4521-CAL-AEE-75-52-0001-GAR_Rev01_exchangers_foundation/4521-CAL-AGE-75-52-0001_Rev1.pdf,4002925,3.8 MB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/02_CAL/4521-CAL-AEE-75-52-0002-GAR_Rev01_Drain_back_tank/4521-CAL-AGE-75-52-0002_Rev 1-GAR.docx,12205252,12 MB,docx,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/02_CAL/4521-CAL-AEE-75-52-0002-GAR_Rev01_Drain_back_tank/4521-CAL-AGE-75-52-0002_Rev 1-GAR.pdf,11838957,11 MB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/02_CAL/4521-CAL-AEE-75-52-0003-GAR_Rev01_Drain_back_tank_support/4521-CAL-AGE-75-52-0003_Rev1-GAR.docx,1160704,1.1 MB,docx,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/02_CAL/4521-CAL-AEE-75-52-0003-GAR_Rev01_Drain_back_tank_support/4521-CAL-AGE-75-52-0003_Rev1-GAR.pdf,1478939,1.4 MB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/02_CAL/4521-CAL-AEE-75-52-0004_Rev1-GAR_Drain back tank platform/4521-CAL-AEE-75-52-0004_Rev1-GAR.docx,784410,766 KB,docx,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/02_CAL/4521-CAL-AEE-75-52-0004_Rev1-GAR_Drain back tank platform/4521-CAL-AEE-75-52-0004_Rev1-GAR.pdf,1090052,1.0 MB,pdf,4,2026-06-05T06:27:00.000Z
12 As Built TES 6/03_C&S/02_CAL/4521-CAL-AEE-75-54-0005-GAR_Rev00_TES Platform Structures/4521-CAL-AEE-75-54-0005-GAR.docx,1330584,1.3 MB,docx,4,2026-06-05T06:27:00.000Z
